text,tag
решила → поняла,lex
нет → не,neg
обновила   ее → сделала ремонт,lex
стоят → стоит,agrnum
включим → включаем,asp
стоят → стоит,agrnum
стоят → стоит,agrnum
стоят → стоит,agrnum
окруженный → окружен,brev
модерные → современные,lex
кухни → кухне,infl
посреди → насередине,lex
детских   комнат → детские комнаты,gov
в   ее → там,lex
сама → одна,ref
приготовлю → я готовлю,asp
чаше → чаще,ortho
стары → старый,ortho
не   могла → я не могла,ref
был → звонил,lex
почувствовала → я почувствовала,ref
опят → опять,ortho
здоровы → здоровый,ortho
всегда   усталая   днем → и Я днем всегда устаю,"ref, wo"
вспоминаю → вспомню,asp
целеустреумлённа → целеустремленна,ortho
рассеянна → рассеяна,ortho
работе → В работе,prep
будничную → в будничную жизнь,prep
этапы → этапа,"gender, infl"
идеално → идеально,ortho
стать   знакомой → познакомиться,lex
по   стране → в разных странах,lex
"чтобы   пить   кофе   по   утрам   на   балконе → балкон, чтобы там по утрам пить кофе","wo, lex, syntax"
близко   города → близко с городом,"gov, prep"
"Дом,   как   квартиры,   должен   иметь   много   окон   и   балкон → У дома, как и у квартиры должно быть много окон и балкон.","syntax, constr, wo"
изгродю → изгородью,ortho
кришой → крышей,"ortho, infl"
наследовала → унаследовала,lex
камине → камина,infl
маленьком → маленьким,infl
журнальном → журнальным,infl
столике → столиком,gov
рядом → кроме,prep
с   люстром → люстры,"gender, gov"
выключаем → включаем,lex
Слево → Слева,ortho
вса → вся,ortho
обсавлять → обставалять,ortho
кухне → кухни,infl
обязательно   было   бы → должно быть,"mode, syntax"
садик → сад,lex
вешнюю → внешнюю,ortho
и → a,conj
садик → сад,lex
гостинная → гостиная,ortho
книжними → книжными,ortho
поставила → поставила БЫ,mode
за   первый   этаж → для первого этажа,"prep, gov"
за   второй   этаж → для второго этажа,"prep, gov"
Посветуй → Посоветуй,ortho
в → у,prep
пошла → вышла,asp
который → которого,gov
перед   звонком → до звонка,"gov, prep"
сгоревшее → сгорело,syntax
случило → случилось,refl
что → чтобы,syntax
взгляд → вид,lex
взгляд → вид,lex
наследовает → унаследовала,"lex, tense"
учёбый → учебы,infl
отремонтировала   квартиру → сделала ремонт квартиры,"lex, syntax"
гостинной → гостиной,ortho
кожанный → кожаный,ortho
журнальним → журнальным,ortho
гостинная → гостиная,ortho
гостинную → гостиную,ortho
гостинной → гостиной,ortho
гостинной → гостиной,ortho
включим → включаем,asp
гостинной → гостиной,ortho
это → то,ref
поздного → позднего,infl
было   надо → надо было,wo
остал → остался,refl
приготовить → готовить,asp
никакого   сложного   блюда → никаих сложных блюд,"gov, neg"
оказались → показались,lex
и   так → Итак ОН,space
каструлю → кастрюлю,ortho
каструлю → кастрюлю,ortho
кашы → каши,ortho
верхном → верхнем,infl
ремонтированой → ремонтированной,ortho
мечти → мечты,ortho
двухетажный → двухэтажный,ortho
подслнечники → подсолнечники,ortho
так   же → также,space
освещении → света,lex
которыж → который будут,"ortho, syntax"
большая → большие,infl
гостинной → гостиной,ortho
так   же → также,space
так   же → также,space
етаже → этаже,ortho
рассположеные → расположены,brev
спалне → спальне,ortho
нужна → должна,mode
Надо   иметь   большую   раковину   и   пол   с   подогревом → Мне нужна большая раковина и пол с подогревом,"syntax, mode, constr, wo"
их   поливаю → поливаю их,wo
моими → своими,ref
пылесосу → пылесошу,altern
тоже → также,lex
его   сушу → сушу его,wo
из   полок → с полок,prep
вытру → вытираю,asp
положу → кладу,asp
поставлю → ставлю,asp
"Если   что-то   сломается   я   вызову   дворника → Если что-то сломается, то я вызову дворника",syntax
счёты → счетА,infl
тоже → также,lex
оплачу → оплачиваю,"tense, asp"
нужна → должна,lex
не   большая → небольшая,space
ты   проходишь → проходят,constr
"и → , а",lex
который   мягкий   и   он   похож → мягкий и похожий,constr
спикеры → колонки,lex
их → мечтаний,ref
закончить → окончить,par
тот   тип → отношусь с тому типу,lex
которой → которых,agrnum
домосед → домоседка,gender
моей   мечты → моих мечтаний,"constr, num"
одна → одно,gender
независимым → независимой,agrgender
мечты → мечтаний,infl
одинаковые → одинаковыми,gov
углубится → углубиться,ortho
у   нас → к нам,"gov, prep"
Византий → Византии,infl
навести → перечислить,lex
"вынудила   людей   отмечать → способствовала тому, что люди отмечают","constr, asp, gov"
победи → победы,ortho
и   он → который,constr
На → В,prep
Также → Кроме того,prep
авиаций → авиации,infl
На   этом   дне → В этот день,"idiom, constr"
Очень   специфично   есть → Cпецифика в том,"lex, gov"
Особенно   важно   есть –   надо   слушать → Особенно важно слушать,"impers, syntax"
новогодний   говор → новогоднее обращение,lex
бьются → звонят,lex
на   этом   дне → в этот день,"constr, idiom"
тусить → [MASK],asp
Рождества → рождество,ortho
полночи   Ь → полночь,"ortho, infl"
"праздник   в   котором → праздник, когда","constr, syntax"
тесный → узкий,lex
пасхиой → пасхой,ortho
практический → практически,ortho
восточно/   славянский → восточно-славянский,ortho
за   одну   неделю   до   великого   поста → одну неделю перед великим постом,"prep, constr, syntax"
народно → народный,infl
свой   святой → своего святого,gov
На   этом   дне → В этот день,"constr, idiom"
большое   количество   людей → много людей,lex
практический → практически,ortho
встретится → встретиться,ortho
практический → практически,ortho
в   доме → дома,gov
храняет → сохраняет,"infl, asp"
нацилонального → национального,ortho
сдлов → слов,ortho
понятия → понятиями,gov
будьте   беззаботными → не беспокойтесь,lex
при   каждой   возможности → в каждой ситуации,"lex, prep"
хороша → хорошая,brev
Может   быть → Возможно,lex
Пехо → Пейо,ortho
Пежо → Пейо,ortho
могут → могли,tense
зачастую → часто,lex
любим → кто любим,syntax
пришел → подъехад,asp
прошел → проехал,asp
ездил → дошел,"asp, lex"
входил → вошел,asp
прошел   один   зал → прошел мимо дного зала,gov
прошел    второй   зал → прошел мимо второго зала,gov
переходил → обошел,"asp, lex"
пошел → подошел,lex
продавницу → продавцу,lex
вышел → отошел,lex
ехал → поехал,asp
принесят → принесут,infl
вынесли → привезли,lex
комьютер → компьютер,ortho
прогрессировЬ → прогрессировать,ortho
"знали,   чтобы → знали, что чтобы",constr
чём-то → что-то,gov
бы   могли → могли бы,wo
деревеными → деревянными,ortho
бамбусовыми → бамбуковыми,ortho
писчевими → пищевыми,ortho
папируса → на папирусе,"gov, prep"
Древные → Древние,ortho
славяни → славяне,infl
начало → начале,gov
шкура → шкуры,infl
папире → бумаге,lex
славяни → славяне,infl
оно → это,lex
в → o,prep
"когда   национальные   телевизоры   не   могут   позволить   национальной   команде   вещать, → [MASK]",constr
сигнализировал → свидетельствует,lex
мы   слышим   каждый   день → мы каждый день слышим,wo
зарплатах → зарплаты,num
игрок → спортсмен,lex
это   остается   как   национальной   тайной → это отсается найиональной тайной,syntax
"Внешне   Печорин -   здоровый, → Печорин здоровый",hyphen
во   внутреннем   мире → со внутренным миром,prep
существовании → существование,gov
но   не   одного   человека → но не только одного,lex
постоянное   ощущение   им   скуки → его постоянное ощущение скуки,"wo, ref"
ценит   жизнь → ценит жизни,gov
"ни   свою,   ни   чужую → ни своей, ни чужой",gov
которые   развеяли   бы → которые бы развеяли,wo
",   нашли   ему →  и нашли бы ему",mode
мысль → мысль о том,constr
угадал → узнал,lex
задается → задает себе,refl
вопросом → вопрос,gov
даст   ответ → отвечает себе,lex
в → на,prep
- → [MASK],hyphen
Печориным → Печорина,gov
чтится → чтиться,ortho
Для   меня   же   герои -   это   простые   люди → Для меня герои простые люди,syntax
Этими → Такими,lex
подарить   чудо → подарить кому чудо,gov
Герой –   несет   в   себе   благо → Герой несет в себе благо,hyphen
Итар   Пейо → героя Итара Пея,gov
перехитривает → перехитряет,infl
великая → большая,lex
приготовила → готовила,asp
Зтот → Этот,ortho
маленькаяа → маленькая,ortho
Морковы → морковь,ortho
молодый → молотый,misspell
сол → соль,ortho
бело → белое,brev
индейкы → индейки,ortho
Приготвление → Приготовление,ortho
курицный → куриный,lex
Потем → потом,ortho
литар → литр,ortho
овошы → овощей,gov
овощы → овощи,ortho
мяса → мясо,ortho
миннут → минут,ortho
сварится → сварен,syntax
зеленя → зелень,gov
к   этому   делу. → на эту тему,lex
научить   достаточно → достатосно выучить,wo
смогут → смог,"tense, constr, mode"
водит → водить,ortho
русскоговорящих → русскоговорящими,gov
од → из,prep
регионах → регионов,agrcase
их → них,ortho
упражнивать → [MASK],lex
языков → языках,agrcase
водит → вести,asp
По-моему → По моему,hyphen
лучшими   поварами → лучшие повары,gov
Все → Всему,gov
приготовлению → готовить,gov
еду → еды,gov
ее → их,num
"ресторан -   это   возможность,   где   женщины   могут   обратить   внимание   на   себя → ресторан - возможность для женщин обратить внимание на себя",constr
обязанностей → обязанности,agrcase
от   домой → из дома,gov
хожу → иду,asp
на   сначала → для начала,"prep, gov, lex"
приготовлю → я готовлю,asp
рынке → рынок,gov
покупа → покупаю,ortho
домои → домой,infl
возврашаюсь → возвращаюсь,ortho
дома → домой,gov
обсуждаю → разговариваю,lex
на → по,prep
извесных → известных,ortho
актёром → актерством,"lex, gov"
как → кроме,prep
телевидемием → телевидением,ortho
ввиду → в виду,space
в 28   ноября 1981 → Коцев родился 28 ноября 1981 года,"constr, prep"
при → на,prep
фильми → фильмы,ortho
обично → обычно,ortho
божьой → божьей,infl
языках → языков,agrcase
сербский   язык → на  сербском языке,gov
но   тоже   и   потому → и потому что,syntax
службеных → служебных,ortho
русском   языке → С русским языком,"infl, agrcase"
Русском   центре → Русский центр,gov
приготовливается → приготавливается,ortho
молодом → молодой,agrgender
пользуют → используют,asp
крапиву → крапивы,gov
перец   красный   молотый → красный молотый перец,wo
чтоби → чтобы,ortho
листя → листься,ortho
делать → сделать,asp
листя → листья,ortho
горячую   воду → горячей воде,gov
порезать → нарезать,lex
чистим → очистим,asp
ситно   режем → нарежем лук на мелкие куски,"lex, asp"
в   глубокую   сковороду → в глубокой сковороде,gov
пожарится → прожарится,asp
перец   красный   молотый → красный молотый перец,wo
сол → соль,ortho
не   было → не стало,lex
водянистым → водянисто,brev
апетита → аппетита,ortho
етого → этого,ortho
красный   свежый   или   замороженный   перец → красного свежего или замароженного перца,gov
називаеться → называется,ortho
фарш → фарша,gov
средного → среднего,infl
луковица → луковицу,agrcase
запчика → зубчика,misspell
паприка → перца,"lex, gov"
Сначало → Сначала,ortho
овощи → овоще,infl
поджарым → поджарим,ortho
добавляаем → добавляем,ortho
жарит → жарить,ortho
медленом → медленном,ortho
раствореной → растворенной,ortho
нарезаной → нарезанной,ortho
запеакаем → запекаем,ortho
сначало → сначала,ortho
окуратнно → аккуратно,ortho
другой    стороне → на другую сторону,gov
с    овощной   салат → с овощным салатом,gov
попробоватьсья → попробовать,refl
С   начало → сначала,"space, ortho"
круглый    кусок → круглые куски,agrnum
Рядать → Положить,lex
тералку → тарелку,ortho
3часа → 3 часа,"ortho, space"
я   жару   их → я их жару,wo
савсем → совсем,ortho
не   много → немного,space
около → приблизительно,lex
средный   огон → среднем огне,gov
другу   сторану → другой стороне,gov
у → и,ortho
круглый   кусок → на круглые куски,gov
пожартиь → обжарить,"ortho, asp"
еше → еще,ortho
не   много → немного,space
жарить → обжарить,asp
горчица → горчицу,agrcase
очереть → очередь,misspell
на   конец → наконец,space
алюминевой → алюминиевой,ortho
фольги → фольгой,agrcase
кришки → кришкой,agrcase
печ → пеките,infl
запекать → печь,lex
ПРИЯТНОВА → Приятного,"ortho, misspell"
ооочень → очень,ortho
проста → просто,ortho
крупная   картошка → крупной картошки,gov
Первый   очередь → в первую очередь,gov
зеленова   лука   мелко   порезаем → мелько режем лук,wo
Патом → потом,ortho
скороводку → сковородку,ortho
немношка → немного,"ortho, lex"
выкладиваем → выкладываем,ortho
вскавародке → в сковородку,"gov, ortho"
выкладиваем → выкладываем,ortho
с верху → сверху,space
огон → огонь,ortho
отправляем → ставим,lex
делаем → готовим,lex
средний   огонь → на среднем огне,gov
Патом → потом,ortho
накриваем → накрываем,ortho
делаем → готовим,lex
средный → средний,infl
Шел → Я ходил,asp
которих → которых,ortho
зверы → звери,infl
тигри → тигры,infl
подумал   на   олин   снимок → я вспомнил об одном снимке,lex
которога → которого,infl
на → в,prep
несколбко   челове → несколько человек,ortho
тигри → тигры,infl
смотрелы → смотрели,ortho
клетке → клетку,gov
писание → сочинение,lex
поятное → понятно,misspell
стали → начали,lex
Уже → [MASK],syntax
новост → новость,ortho
"их → них,",punct
"что → сказала, что","syntax, punct"
"магистрант → магистрант,",punct
что-то → чему-то,gov
учился → учиться,tense
"свое   сейчас   более   свободное   время   организовал → сказал, что организовал сейчас свое свободное время,","wo, syntax, punct"
Тоже → Также,conj
"думает → он думает,",punct
учаться → учатся,ortho
могут → они могут,ref
выбрат → выбрать,ortho
"вуз → вуз,",punct
"онлайн → онлайн,",punct
"аспирантка → аспирантка,",punct
организованой → организованной,ortho
"сказала → сказала,",punct
лучше → более,lex
"Тоже, → Также","conj, punct"
может   смотрет → видит,lex
через → с помощью,prep
"бакалавриата → бакалавриата,",punct
платформ → платформой,gov
вес → весь,ortho
сидеть → сидит,agrpers
компютером → компьютером,ortho
"потому → потому,",punct
исползоват → пользоваться,"asp, refl"
знают → умеют,lex
Её → У неё,"prep, gov"
болит → болят,agrnum
до → она до,ref
смотрить → смотрит,ortho
филмы → фильмы,ortho
"преподавателей → преподавателей,",punct
"сказала → сказала,",punct
научит → научиться,refl
исползовать → пользоваться,"asp, refl"
платформы → платформой,gov
ней → неё,gov
более → больше,lex
может → она может,ref
со → с,altern
"студентов → студентов,",punct
исползуют → пользуются,"asp, refl"
платформы → платформой,gov
современое → современное,ortho
об → о,altern
дисертации → диссертации,ortho
сделаними → сделаны,syntax
преподавателницом → преподавательницей,"ortho, infl"
выключают → включают,lex
"думаю → думаю,",punct
ефикасная → эффективная,lex
леннивыми → ленивыми,ortho
получению → получении,gov
"Но, → Но",punct
"хочет → хочет,",punct
Посреди → Среди,lex
попаду → еду,lex
отсуда → отсюда,ortho
Сначала → Во-первых,lex
потом → сразу,lex
поезд   подходить → подходящий поезд,"wo, constr"
быстро → часто,lex
Поезд   ходит → Поезда ходят,"num, agrnum"
приходит → приходится,refl
Хотя → Если,conj
средующий → следующий,ortho
подоидёт   скоро → скоро подойдёт,wo
вохожу → вхожу,ortho
через   мало   времени → скоро,lex
отдыхаю → отдыхать,"impers, lex"
проводят → проходит,"lex, impers"
времни → времени,ortho
светлый   и   чистый → светло и чисто,"lex, constr"
Это → Вот,"lex, constr"
на → в,"prep, lex"
чемпионом → чемпионами,num
модный → моден,brev
получила → я получила,"agrstr, ref"
заниматься → занимаясь,agrgerund
посещать → посещая,agrgerund
чувствую → чувствую себя,refl
тренируем → тренируемся,refl
болеем   мало → мало болеем,wo
"Мы   можем   и   занимаюсь   спортом   и   проводим   время. → Мы можем проводить своё время, занимаясь спортом",wo
большая → старшая,lex
на → в,"lex, prep"
я   ответила. → ответила я,wo
это → [MASK],ref
выходила → вышла,asp
автобус → автобусе,gov
В   окно → Из окна,gov
"солнце,   деревья   на   улице,   красивые   цветы. → на солнце, деревья на улице, красивые цветы","gov, prep"
виделись   друг   с   другом → увидели друг друга,"refl, lex"
её → свою,"ref, lex"
который → которая,agrcase
хорошем → хорошим,"agrcase, ortho"
смотрела → осматривала,lex
весит → висит,ortho
гостиней → гостиной,ortho
Сколо → Скоро/ Вскоре,"ortho, lex"
брюда → блюда,ortho
брюда → блюда,ortho
с → [MASK],prep
салаты → [MASK],num
бири → бери,ortho
ты   любишь. → тебе нравится,lex
рассговаривали → разговаривали,ortho
вставала → встала,asp
пей → выпей,asp
делаю → сделала,"asp, tense"
Извени → Извини,ortho
Зоходи → Заходи,ortho
говорят → говорили,tense
университета → в университете,gov
разный → разных,agrcase
своих → личного,"lex, agrcase"
расскажу → описывать/ пересказывать,lex
семь → в семь,gov
четверти → четверть часа,"gov, lex"
отдохну → отдыхаю,asp
хожу → иду,lex
столовой → столовую,gov
общежитие → общежитии,gov
работала   много → много работала,wo
вернётся → возвращается,"asp, tense"
интересуются → интересуемся,agrpers
Мне → Я,"ref, gov"
есть → [MASK],aux
в   доме. → дома,"gov, lex"
так → это так,ref
занимается → занята,brev
У → Для,"prep, lex"
По   зимним   и   летним   каникулам → Во время зимних и летних,"constr, lex"
вижу → видеть,lex
которого → чего,"constr, lex, agrstr"
часто   я   жду → я часто жду,wo
нравятся → нравится,impers
что-нибудь → куда-нибудь,lex
занятый → занятой,lex
смогу → могу,asp
занимаем → занимаемся,refl
домой → дома,gov
домой → дома,gov
удобный → удобно,"lex, brev"
любимые → любимых,agrcase
виды → вида,gov
заниматся → заниматься,ortho
было → мне было,refl
больше   всего   красивый → самый красивый,"lex, constr, agrstr"
полеют → болеют,ortho
мачей → матчей,ortho
просит → приносит,"lex, ortho, par"
польз → пользы,num
жить → быть,lex
университета → университету,gov
Антон → Антона,gov
видели → виделись,refl
приграшал → пригласил,"ortho, asp"
следующ → следующий день,"agrcase, lex"
живёт → живут,"agrpers, agrnum"
приграсила → пригласила,ortho
мена → меня,ortho
вкусны → вкусно,agrcase
тост → был тост,"lex, agrstr, aux"
чаю → чай,"ortho, gov"
расскаваливали → разговаривали,ortho
работы → работе,"ortho, gov"
хотили → хотели,ortho
на → в,"prep, lex"
хозяев → с хозяевами,gov
китаеца → китаянка,"ortho, gender"
моря → море,gov
далько → далеко,ortho
смотрить → смотреть,ortho
интересоваюсь → интересуюсь,"ortho, deriv"
фотографиловать. → фотографией/ фотографированием,lex
выйту → выйду,ortho
будущее. → будущем,gov
так   как → поэтому,"conj, lex"
Эго → Его,"ortho, ref"
человека → люди,"lex, num"
известная → известный,agrgender
коду → году,ortho
деректором → директором,ortho
искуство. → искусство,ortho
Эго → Его,"ortho, ref"
играют → играем,agrpers
транспортов → транспорта,num
всегда   теснит → там всегда тесно,"constr, lex"
построено → построили,impers
весело → рады,"brev, lex, agrpers"
опаздывал → не опаздывает,"neg, tense"
метро   не   очень   теснит. → в метро не очень тесно,"constr, lex"
встретила → встречала,asp
расскаваливала → разговаривала,ortho
есть → [MASK],lex
линии → линий,num
пробовать → попробовать,"ortho, lex"
расскажу → говорю,"lex, asp"
высокая → высокий,agrgender
танцует → танцевать,"constr, lex"
в → на,"prep, lex"
работает → работала,"tense, agrgender"
высокая   зарплата → была,"aux, tense"
устроится → устроился,tense
многому → много,"lex, ortho"
Этот   предмет → Этим предметом,"gov, agrcase"
приграсила → пригласила,ortho
приходила → пришла,asp
неё → свою,"ortho, lex, ref"
уведила → увидела,ortho
Анна → Анны,gov
ужину → ужин,"ortho, gov"
кухни → блюда,lex
удина → ужина,ortho
встреч → встречи,num
встреч → встречи,num
Это →  ,lex
было →  ,tense
я   пришел → родился я,wo
бизнесмен → бизнесмены,agrnum
"Музеи,   о   которых   я   не   знал,   были   в   моей   стране. → В моей стране есть музеи, о которых я не знал.",wo
короновируса → коронавируса.,ortho
историческими → бывшими,lex
должен → должна,agrgender
пойти   посмотреть → сходить в,lex
учится → учился,tense
не   обязательно → необязательно,"space, ortho"
многим → многому,agrcase
"кем,   как → тем, кем",conj
всегда → [MASK],lex
дюдьми → людьми,ortho
"у   него → , как у него,",conj
редко → случается редко,lex
случилось → случился,"agrgender, mode"
пробовать → попробовали,"agrpers, mode"
игнонирует → игнорирует,"deriv, ortho"
будущее → будущем,gov
настоящюю → настоящую,"ortho, infl"
планирую → спланируют,"asp, agrpers"
уверены → будут уверены,"aux, tense"
уважаю   и   поддерживаю. → буду уважать и поддерживать,tense
лет → года,lex
изучаю → изучала,tense
Спортом   и   музыкой   я   увлекаюсь → Я увлекаюсь спортом и музыкой,wo
моих → своих,"lex, ref"
Китайским   языком   является   мой   родной   язык. → Китайский язык является моим родным языком,"wo, constr"
китайсого → китайского,ortho
друк → друг,ortho
лет → Мне 18 лет,"wo, constr"
изучать → изучаю,agrpers
школу → школе,gov
России → в России,prep
изучать → изучаю,agrpers
лет → год,lex
не   хорошо → нехорошо,"space, ortho"
говорит → говорю,agrpers
новый → новое,agrgender
сечас → Сейчас,ortho
жиу → живу,ortho
учитесь → учусь,"agrpers, asp"
в   дом → дома,"gov, lex"
России   университет   рисовать → Российская академия живописи (?),lex
хорошо → хорошая,agrgender
изучать → изучаю,agrpers
",   китаий   язык →  на китайском языке","ortho, gov, agrcase"
можно → могу,agrpers
изучат → изучать,ortho
Китаи → Китае,gov
изучать → изучаю,agrpers
можно → можете,agrpers
китаий   язык → китайский язык,ortho
бууу   любит → его полюбите/ он вам понравится,"ortho, lex, asp"
университеть? → университеты,ortho
оществе → обществе,ortho
не   обязательно → необязательно,"ortho, space"
шкле → школе,ortho
льуумал → [MASK],lex
техть → тратить,"lex, ortho"
хочу → хочет,agrpers
университе → университете,ortho
чото → что,"conj, ortho"
могу → может,agrpers
ещ → ещё,ortho
стууетом. → студентом,ortho
университе → университет,ortho
знешь → знаешь,ortho
он → Она,"ref, gender"
хочу → хочет,agrpers
мне → ей,ref
медицна → медицина,ortho
педагоика. → педагогика,ortho
погда → когда,ortho
выбрить → выбирать/ выбрать,"ortho, deriv"
он → [MASK],ref
образовская → образования,"ortho, deriv"
и → [MASK],conj
частливым → счастливым,ortho
уумаю → думаю,ortho
чтоэто → что это,"ortho, space"
согласн → согласен,ortho
Сергея → с Сергеем,gov
моло → мало,ortho
обузательно → обязательно,ortho
окончть → окончить,ortho
"окончть   унивратет.   он   нужно   хороший   работу. → окончив университет, можно найти хорошую работу","constr, agrstr, agrgender"
матиматикой → математикой,ortho
университета → в университете,gov
тяжело → тяжёлая/ тяжела,"lex, ortho"
была   хорошая   оценка → были хорошие оценки,"num, agrnum"
большую   торговую   фирму. → большой торговой фирме,"gov, agrcase"
"лучше → хорошо, что","lex, constr, agrstr, conj"
красивая   жизнь → красивую жизнь,"gov, agrcase"
мою   семью → моей семьи,"gov, agrcase"
давать → обеспечивать,lex
прошром → прошлом,ortho
прекрасная → прекрасные,agrnum
не   высокий → невысокий,"ortho, space, lex"
полный → полным,agrcase
маленький → маленькой,agrgender
строгий → строг,brev
другого → других,num
оба → [MASK],ref
смеются → смеёмся,agrpers
знаю → знала,tense
Мы → Нам,"gov, ref"
требуемся → требовалось,"tense, ortho, agrpers, agrstr"
не   просто → непростой,"brev, agrgender, ortho, neg"
высокая   оценка → была высокая оценка,aux
нравлюсь → нравятся,"agrpers, agrnum, agrstr"
практикая   речь → практика речи,"ortho, gov, agrcase"
интересную   историю → интересные истории,"num, agrnum"
каникулы → каникулах,gov
провожу → проведу,tense
одевает → одевается,refl
позавтракают → завтракают,asp
выхожут → выходят,ortho
купит → покупает,asp
буфете → буфет,"gov, ortho"
обо → оба,ortho
принимают → принимаем,agrpers
новая   квартира → новую квартиру,"gov, agrcase"
были → было,"agrstr, agrnum"
самая   большая   комната   в   квартире. → является самой большой комнатой в квартире,"aux, constr"
не   большая → небольшая,"ortho, space"
богатый → богатые,agrnum
Родитель → Родители,num
готовить → готовят,"agrpers, agrnum"
нравилась → понравились,"asp, agrstr, agrpers"
"бегать → , бегающих","constr, agrcase, lex"
тоже → также,lex
пойдёт → идёт,asp
на   учёбы   и   развлечения. → от учёбы и развлечений,"prep, lex, gov"
пользы → польза,num
неисчисляемые → неисчисляемая,agrnum
расслабит → расслабляет,asp
духи → души,"ortho, lex"
движения → передвижения,"lex, par"
моя   родина → на моей родине,"gov, agrcase"
автобусы → автобусе,gov
просто → простая,"lex, agrcase"
оно → ей,"ref, gov"
занимать → заниматься,refl
любуемся → любоваться,"lex, agrstr, constr"
крестьянств → крестьян,"lex, ortho"
усладиться → насладиться,"lex, par"
Вечер   и   дождь   бывали → Бывают ветер и дождь,"wo, tense"
было → [MASK],aux
болела → заболела,asp
чувствую → чувствовал,tense
болела → заболела,asp
повышалася → повышалась/ повысилась,"refl, ortho, asp"
нет → не было,"tense, neg"
горячюю → горячую,ortho
делаю   спорт → занимаюсь спортом,lex
тоже → также,lex
это → [MASK],ref
приезжать → приехать,asp
к → ко,ortho
обращу → [MASK],lex
Для   меня → Как по мне,"lex, constr"
забуду → забываю,"asp, tense"
холопот → хлопоты,"num, gov"
велосипед → велосипеда,"gov, neg"
сильный   и   хороший → сильное и хорошее,agrcase
здоровым   и   сильным. → здоровыми и сильными,agrnum
почувствоваем → чувствуем,"asp, ortho"
тоже → также,lex
моих   друзей. → моими друзьями,"gov, agrcase"
позванил → позвонил,ortho
квартине → квартире,ortho
уже → уже было,aux
два → две,agrgender
им → ним,"ortho, ref, gov"
холоший → хороший,ortho
готовил → приготовил,asp
уже → уже были,aux
вкусно → вкусные,"lex, constr, agrpers, agrcase"
аппетитой → аппетитом,"ortho, gender"
выпили → пили,asp
Как → Какое,"lex, constr, agrstr"
прохожу → провожу,lex
как → вот,lex
"Потому   что, → Поэтому","conj, lex"
умываю → умываюсь,refl
занятий → занятия,gov
до   пятница → по пятницу,"prep, lex, gov"
отдохну → отдыхаю,asp
о → об,"prep, ortho"
обычном → обычной,agrcase
нравлюсь → нравится,"constr, agrstr, lex"
занятие → задание,lex
прохожу → провожу,"lex, ortho"
читать → читая,lex
Каждая   сегодня   похожа   на   вчеру → Каждый день похож на другой,"constr, ortho, gender"
почувствую → почувствовать,"constr, lex, agrstr"
Мать  моя → [MASK],constr
книгу → книги,num
часто → он часто,"ref, constr, agrstr"
расскажет → рассказывает,asp
очень → [MASK],lex
их → них,"ortho, ref, gov"
практикой   речи → - практика речи,gov
поэтому → потому,"conj, lex"
у   меня → мне,"ref, gov"
труд → трудно,ortho
ездить   на   машине → машиной,"lex, gov, constr, agrstr"
просто → просто сделать заказ,"lex, constr, agrstr"
представить → предоставить,"lex, par"
спать → поспать,asp
мне   можно → я могу,"constr, agrstr"
дороже → выше (чем в метро),lex
спорта → транспорта,lex
Это → [MASK],ref
во   всякое → в любое,lex
отдыхать → отдохнуть,asp
входит → выходит,lex
природ → природу,gov
вам → нам,"lex, ref"
Юность → Молодёжь,lex
тоже → также,lex
спорты → виды спорта,lex
китайская   команда   играет. → игры китайской команды,"wo, constr, lex, agrstr"
друг   другу → друг от друга,"lex, prep"
когда → как,conj
не   птицей   поёт → птицы не поют,"wo, neg, constr"
становятся → остаются,"lex, par"
льдинами → льдом,lex
птици → птицы,"ortho, infl"
поют   счастливо → счастливо поют,wo
Мне → Я,"gov, ref"
летняя   утренняя   прохлада. → летней утренней прохладе,"gov, agrcase"
бывает → бывают,agrnum
сильным → сильными,agrnum
соберуются → собираются,"asp, ortho"
станет → становится,asp
все → всё вокруг,lex
чисто → чистым,"brev, ortho"
как → как будто,conj
приятное → приятный,agrcase
тоже → также,lex
хорошо → хороший,agrcase
стали → стать,impers
рад → нравится,"lex, constr"
не   удобно → неудобно,"neg, space, ortho"
что   одеваться   тепло   зимой → надо одеваться тепло зимой,"constr, agrstr"
увлекаюсь → люблю,lex
подать → описать/ передать,lex
проводу → провожу,ortho
тяжелой → тяжёлых,"agrnum, agrgender"
задании → заданий,ortho
проведём → проводим,asp
подготовишься → подготовиться,"ortho, impers"
здоров → здорова,agrgender
усталость → устало,lex
плохой → был плохим,aux
выглядел → выгляжу,"tense, agrgender"
